1 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Income Statement | 7 | 1 | Income Statement Whereas | Income Statement Whereas the balance sheet shows a company’s | 2 | 1 | 0 | 
3822 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | Fraud Risk Assessment  Fr | Fraud Risk Assessment  Fraud Prevention and Deterrence 4.864 | 1 | 2 | 0 | 
3823 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 6. Are pre-bid solicitati | 6. Are pre-bid solicitation documents reviewed for any restr | 0 | 1 | 0 | 
3824 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 7. Are bid solicitation p | 7. Are bid solicitation packages numbered and controlled? Bi | 0 | 1 | 0 | 
3825 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 8. Is communication betwe | 8. Is communication between bidders and purchasing employees | 0 | 0 | 0 | 
3826 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 9. Are the bids received | 9. Are the bids received kept confidential? All bids receive | 0 | 1 | 0 | 
3827 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 10. Are bidders’ qualific | 10. Are bidders’ qualifications verified? Companies should v | 0 | 1 | 0 | 
3828 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 11. Are contracts awarded | 11. Are contracts awarded based on predetermined criteria? C | 0 | 1 | 0 | 
3829 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 12. Are purchasing accoun | 12. Are purchasing account assignments rotated? Periodic rot | 0 | 1 | 0 | 
3830 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | MODULE # 13 — Corruption | 98 | 16 | 13. Are vendors surveyed | 13. Are vendors surveyed periodically regarding company purc | 0 | 1 | 0 | 
3831 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | The Right Sponsor | 16 | 17 | The Right Sponsor  Having | The Right Sponsor  Having the right sponsor for a fraud risk | 1 | 1 | 0 | 
3832 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | The Right Sponsor | 16 | 17 | An organization’s culture | An organization’s culture plays a big part in influencing fr | 0 | 1 | 0 | 
3833 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | The Right Sponsor | 16 | 17 | The right sponsor is some | The right sponsor is someone who is open and willing to hear | 1 | 1 | 0 | 
3834 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | Develop Techniques to Determine If Fraud Has Occurred in HighRisk Areas | 14 | 18 | Develop Techniques to Det | Develop Techniques to Determine If Fraud Has Occurred in Hig | 2 | 1 | 0 | 
3835 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | THE ENVIRONMENTAL RISK INDEX | 59 | 19 | THE ENVIRONMENTAL RISK IN | THE ENVIRONMENTAL RISK INDEX  The Environmental Risk Index i | 2 | 1 | 0 | 
3836 | Fraud Risk Assessment 22 | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | Engendered Trust | 20 | 20 | Engendered Trust  If the | Engendered Trust  If the organization and its employees do n | 0 | 1 | 0 | 
