rid|qid|dr|nwic|llcs|icp|opt1|opt2|opt3|opt4|pid|pass
4341|Fraud Risk Assessment 4|17|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|MODULE  1 — Employee Ass|MODULE  1 — Employee Assessment  The employee assessment qu
4342|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|1. Are employees provided|1. Are employees provided formal written job descriptions? I
4343|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|2. Are employees provided|2. Are employees provided with an organizational chart that 
4344|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|3. Does the company have|3. Does the company have written accounting policies and pro
4345|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|4. Is there a formal poli|4. Is there a formal policy covering approval authority for 
4346|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|5. Does the company have|5. Does the company have an ethics statement?  The company s
4347|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|6. Does senior management|6. Does senior management exhibit and encourage ethical beha
4348|Fraud Risk Assessment 4|17|1|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|8. Is a senior member of|8. Is a senior member of management responsible for complian
4349|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|9. Does the organization|9. Does the organization educate employees about the importa
4350|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|10. Does the organization|10. Does the organization provide an anonymous way to report
4351|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|11. Are fraud incidents p|11. Are fraud incidents promptly  and thoroughly investigate
4352|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|12. Does the company main|12. Does the company maintain a record of fraud incidents? A
4353|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|13. Does  the company con|13. Does  the company conduct pre-employment background chec
4354|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|14. Does the company have|14. Does the company have a loss prevention function?  Respo
4355|Fraud Risk Assessment 4|17|3|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4356|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|16. Are the duties relate|16. Are the duties related to authorization, custody of asse
4357|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|17. Is compliance with in|17. Is compliance with internal controls audited periodicall
4358|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|18. Do employees feel the|18. Do employees feel they are tr eated and compensated fair
4359|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|19. Do any employees have|19. Do any employees have large personal debts or credit pro
4360|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|20. Do any employees appe|20. Do any employees appear to be spending  far more than th
4361|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|21. Do any employees gamb|21. Do any employees gamble excessively?  Employees who gamb
4362|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.832
4363|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|23. Do any employees rese|23. Do any employees resent their superiors? Employees who r
4364|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|24. Do any employees have|24. Do any employees have a close association with vendors o
4365|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|25. Do any employees have|25. Do any employees have outside business interests that mi
4366|Fraud Risk Assessment 4|17|1|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|26. Is the company experi|26. Is the company experiencing high employee turnover? High
4367|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|27. Are employees require|27. Are employees required to take annual vacations?  Requir
4368|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|28. Is the company domina|28. Is the company dominated by a small group of individuals
4369|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|29. Does the company have|29. Does the company have unrealistic productivity measureme
4370|Fraud Risk Assessment 4|17|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4371|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|31. Are employees afraid|31. Are employees afraid to deliver bad news to supervisors 
4372|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|32. Is there a lack of co|32. Is there a lack of communication between employees and m
4373|Fraud Risk Assessment 4|17|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|33. Is there a lack of cl|33. Is there a lack of clear organizational responsibilities
4374|Fraud Risk Assessment 4|17|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|34. Does management not s|34. Does management not seem to care about  or reward approp
4375|Fraud Risk Assessment 4|18|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The Effectiveness of Inte|The Effectiveness of Internal Controls Within the Business P
4376|Fraud Risk Assessment 4|19|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|THE ENVIRONMENTAL RISK IN|THE ENVIRONMENTAL RISK INDEX  The Environmental Risk Index i
4377|Fraud Risk Assessment 4|20|2|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Begin a Dialogue Across t|Begin a Dialogue Across the Company  The results of the init
4378|Fraud Risk Assessment 8|1|5|4|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Identify and Evaluate Res|Identify and Evaluate Residual Fraud Risks Resulting from In
4379|Fraud Risk Assessment 8|1|4|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|These residual fraud risk|These residual fraud risks should be evaluated by the fraud 
4380|Fraud Risk Assessment 8|2|9|6|1|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Mitigate the Risk  Manage|Mitigate the Risk  Management can help mitigate the risk by 
4381|Fraud Risk Assessment 8|3|5|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Assume the Risk  Manageme|Assume the Risk  Management may choose to assume the risk if
4382|Fraud Risk Assessment 8|4|5|4|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Combination Approach  Man|Combination Approach  Management may also elect a combinatio
4383|Fraud Risk Assessment 8|4|4|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4384|Fraud Risk Assessment 8|5|5|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Sample Fraud Risk Assessm|Sample Fraud Risk Assessment Framework 1 1  Using this fram
4385|Fraud Risk Assessment 8|5|7|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|1 This framework is based|1 This framework is based on information contained in Managi
4386|Fraud Risk Assessment 8|5|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Fraud Risk Assessment Fra|Fraud Risk Assessment Framework 2  Identified Fraud Risks an
4387|Fraud Risk Assessment 8|6|6|4|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Avoid the Risk  Managemen|Avoid the Risk  Management may decide to avoid the risk by e
4388|Fraud Risk Assessment 8|7|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Evaluate Whether the Iden|Evaluate Whether the Identified Controls Are Operating Effec
4389|Fraud Risk Assessment 8|7|4|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4390|Fraud Risk Assessment 8|8|5|2|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Evaluate Which People and|Evaluate Which People and Departments Are Most Likely to Com
4391|Fraud Risk Assessment 8|9|3|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Introduction  The ACFE’s|Introduction  The ACFE’s Fraud Risk Assessment Tool can be  
4392|Fraud Risk Assessment 8|9|5|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|The Fraud Risk Assessment|The Fraud Risk Assessment Tool consists of 15 modules, each 
4393|Fraud Risk Assessment 8|9|5|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|The Fraud Risk Assessment|The Fraud Risk Assessment Tool may reveal certain residual f
4394|Fraud Risk Assessment 8|9|2|2|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Be aware, however, that t|Be aware, however, that this assessment only provides a snap
4395|Fraud Risk Assessment 8|9|4|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4396|Fraud Risk Assessment 8|10|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|The Fraud Risk Assessment|The Fraud Risk Assessment and the Audit Process  The fraud r
4397|Fraud Risk Assessment 8|10|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|In the course of their wo|In the course of their work, auditors should validate that t
4398|Fraud Risk Assessment 8|10|1|1|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|The following template ca|The following template can be used by auditors to evaluate h
4399|Fraud Risk Assessment 8|10|4|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.828
4400|Fraud Risk Assessment 8|11|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Assess the Likelihood of|Assess the Likelihood of Occurrence of the Identified Fraud 
4401|Fraud Risk Assessment 8|11|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|The likelihood of occurre|The likelihood of occurrence of each fraud risk can be class
4402|Fraud Risk Assessment 8|11|4|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4403|Fraud Risk Assessment 8|12|6|3|0|Mitigating the risk|Transferring the risk|Avoiding the risk|Assuming the risk|Responding to Residual Fr|Responding to Residual Fraud Risks Regardless of the framewo
